# FRECHET
# genspc	taxon	samples	   llmt	 median	   rrmt	entropy	          a1         mu1      theta1      kappa1         mu2      theta2      kappa2          a2         mu3      theta3      kappa3       rRMSE        AIC         BIC
aurepull	 F_As	 16182	     16	   55.6	    725	-1.7475	  7.4413e-01 -6.5724e+01  1.1810e+02  3.0000e+01 -5.6266e+00  7.8712e+01  1.7618e+00  6.0098e-04  1.3016e+05  1.3021e+05
aurisubg	 F_Ba	 97595	     16	   53.7	   1556	-1.6645	  8.5682e-01 -8.3502e+01  1.3439e+02  3.0000e+01  3.4252e+00  7.2848e+01  1.0908e+00  2.9052e-04  7.4757e+05  7.4764e+05
aurivulg	 F_Ba	 85358	     16	   55.6	    428	-1.5729	  8.9264e-01  1.2272e+00  5.1679e+01  1.1423e+01 -1.5878e+01  8.7401e+01  1.8724e+00  3.2104e-04  6.1810e+05  6.1816e+05
austlimn	 M_Fs	 144184	     20	  349.5	  68995	-3.3594	  2.6633e-01 -2.4879e+02  3.3119e+02  3.0000e+01  6.2619e+00  1.3539e+02  2.4580e+00  2.0547e-01 -1.4159e+02  1.1083e+03  1.1263e+00  2.8893e-05  2.2286e+06  2.2287e+06
auxeprot	 P_Ch	 32927	     23	  185.3	   1885	-2.5958	  9.3557e-01 -1.5721e+03  1.7292e+03  3.0000e+01 -5.0203e+02  1.2233e+03  3.7647e+00  1.8848e-04  3.9345e+05  3.9351e+05
babebige	 O_Al	 7917	     18	   38.4	    640	-1.6813	  6.8300e-01  2.4498e+01  1.1504e+01  6.2924e+00 -5.0369e+01  1.2301e+02  2.4010e+00  2.7927e-03  6.1364e+04  6.1413e+04
babebovi	 O_Al	 6764	     18	   36.5	    615	-1.5000	  7.4743e-01  1.8990e+01  1.5717e+01  1.0712e+01 -3.4648e+01  1.1555e+02  2.2659e+00  1.0845e-03  4.6667e+04  4.6715e+04
babeequi	 O_Al	 8555	     20	   36.3	   3808	-1.6556	  6.9522e-01  1.9025e+01  1.5078e+01  8.8038e+00 -1.3115e+01  7.0002e+01  2.6789e+00  2.4292e-01  2.7888e+01  3.0280e+02  9.8037e-01  1.5835e-03  6.5283e+04  6.5361e+04
babemicr	 O_Al	 1243	     23	   85.4	    982	-2.4163	  1.3524e-01  2.2900e+01  2.1007e-01  7.5140e-01 -1.1755e+02  1.8966e+02  5.2078e+00  6.8534e-01 -3.7114e+01  3.6515e+02  3.5370e+00  1.2653e-02  1.3917e+04  1.3973e+04
babjinos	 F_As	 1639	     19	   69.1	   7095	-2.4991	  3.4365e-01  3.5640e+01  1.1174e+01  2.9563e+00 -5.0598e+00  9.7921e+01  1.1377e+00  1.3342e-03  1.8839e+04  1.8877e+04
backcirc	 F_Fu	 56015	     16	   67.8	    898	-1.9488	  8.2200e-01  5.7532e+00  5.6568e+01  6.3286e+00 -2.2536e+01  1.1210e+02  1.6897e+00  1.5801e-04  5.0266e+05  5.0272e+05
bactcucu	 M_In	 57117	     17	  102.8	 139303	-3.0417	  4.2774e-01 -3.5275e+01  9.7435e+01  1.4050e+01  3.3913e+01  1.0099e+02  8.7434e-01  3.0399e-01 -3.6805e+02  2.4138e+03  1.0078e+00  5.2402e-05  7.9979e+05  7.9989e+05
bactdors	 M_In	 74386	     16	   88.4	 113952	-2.9470	  4.9962e-01  9.7572e+00  5.2589e+01  6.8679e+00  2.5611e+01  1.5091e+02  8.7199e-01  2.8852e-01 -5.5388e+02  2.9315e+03  1.0731e+00  7.2933e-05  1.0101e+06  1.0102e+06
bactolea	 M_In	 54824	     21	  101.6	  88954	-3.0163	  4.8311e-01  2.3186e+01  3.9821e+01  4.6363e+00  1.0596e+01  1.7404e+02  9.9466e-01  2.5405e-01 -2.6866e+02  1.9674e+03  1.0649e+00  6.8813e-05  7.6073e+05  7.6083e+05
balaacut	 M_Mm	 182835	     28	 1415.6	 260386	-3.9613	  2.2616e-02  4.4501e+01  4.0388e+01  5.2349e+00  5.9443e+01  8.5810e+01  8.5726e-01  1.6106e-01 -1.3244e+02  1.3542e+03  9.7468e-01  1.5909e-05  3.3329e+06  3.3330e+06
baleregu	 M_Av	 115396	     30	  948.5	  38009	-3.6635	  8.7872e-02  6.3124e+01  4.1355e+01  1.1624e+00 -1.9858e+02  9.6804e+02  1.4175e+00  2.7826e-05  1.9464e+06  1.9465e+06
batrdend	 F_Ch	 28844	     17	   90.1	   1004	-2.2142	  7.5525e-01 -7.2899e+01  1.5179e+02  9.5919e+00 -7.8280e+01  2.0146e+02  2.3084e+00  2.4804e-04  2.9421e+05  2.9427e+05
baudcomp	 F_As	 15185	     19	   59.2	    549	-1.8623	  7.5757e-01  2.1841e+01  3.2842e+01  5.5844e+00 -3.9774e+01  1.1807e+02  2.4090e+00  5.2250e-04  1.3023e+05  1.3029e+05
beaubass	 F_As	 17672	     23	   64.2	    972	-2.0658	  6.9913e-01  3.2840e+01  2.3081e+01  2.6412e+00 -5.1774e+00  9.0669e+01  1.7233e+00  4.1158e-04  1.6811e+05  1.6817e+05
belganta	 M_In	 81216	     16	   66.9	   9996	-2.4395	  5.1904e-01  5.5063e+00  5.0566e+01  1.1333e+01 -1.7710e+01  1.8459e+02  1.1421e+00  2.4886e-04  9.1094e+05  9.1101e+05
betavulg	 P_Eu	 112547	     30	  335.2	  16612	-3.2161	  2.6829e-01  3.4996e+01  5.6202e+01  3.7894e+00 -6.7481e+01  1.9295e+02  2.6681e+00  2.1099e-01 -2.0606e+02  9.2760e+02  1.6018e+00  4.7414e-05  1.6662e+06  1.6663e+06
bigenata	 O_Rh	 167579	     19	  152.7	    871	-2.5723	  4.1145e-02  1.3352e+01  3.3033e+01  9.6705e-01 -1.9277e+02  2.5696e+02  2.2341e+01  2.0424e-01 -1.2975e+02  2.8430e+02  4.3219e+00  1.5419e-04  1.9829e+06  1.9831e+06
bimunova	 F_As	 32150	     16	   55.8	    707	-1.9599	  5.8961e-01  2.7134e+01  2.3200e+01  5.4960e+00 -1.5751e+01  8.9378e+01  2.1060e+00  3.4453e-04  2.9018e+05  2.9024e+05
biomglab	 M_Mo	 169662	     17	  832.6	  41956	-3.5731	  1.4172e-01  7.4561e+01  4.3125e+01  1.2329e+00 -9.1521e+01  7.3686e+02  1.2731e+00  4.0454e-05  2.8002e+06  2.8003e+06
bisobiso	 M_Mm	 173347	     31	 1480.3	 274406	-3.9780	  2.1511e-02  4.4532e+01  4.0785e+01  5.2508e+00  5.3356e+01  8.1040e+01  1.0437e+00  1.3818e-01 -1.2966e+02  1.3601e+03  9.6600e-01  1.6245e-05  3.1759e+06  3.1760e+06
bjeradus	 F_Ba	 80419	     17	   54.3	    462	-1.4759	  9.2099e-01 -1.9998e+00  5.4000e+01  1.3771e+01 -4.6499e+00  8.1648e+01  1.5648e+00  4.4059e-04  5.4638e+05  5.4644e+05
blasaden	 F_As	 849	     19	   51.8	   1987	-1.9089	  7.8526e-01  2.0483e+01  2.6905e+01  4.6083e+00  4.0188e+00  9.1462e+01  1.2184e+00  2.8821e-03  7.3938e+03  7.4270e+03
blashomi	 O_St	 15625	     16	   31.5	  13490	-1.4098	  8.3112e-01  9.5094e+00  2.0698e+01  1.2152e+01  1.3490e+01  3.0272e+01  5.7470e-01  2.1220e-03  8.8258e+04  8.8311e+04
blasspec	 O_St	 21954	     23	   30.7	    128	-0.9976	  7.2281e-01  7.0017e+00  2.2834e+01  2.9725e+01 -1.9086e+01  4.8251e+01  1.2580e+01  2.2070e-01 -5.5302e+02  6.1204e+02  2.2384e+01  3.5338e-03  1.0083e+05  1.0092e+05
blatgerm	 M_In	 4280	     24	 1889.5	 108528	-3.9894	  1.7598e-01  6.5577e+01  7.3671e+01  6.8614e-01 -5.2645e+02  2.1834e+03  1.3732e+00  2.4518e-04  7.8687e+04  7.8732e+04
blumgram	 F_As	 11217	     16	   53.3	    339	-1.7874	  7.1871e-01  2.5950e+01  2.3259e+01  4.8635e+00 -4.3992e+01  1.1141e+02  3.2578e+00  7.7676e-04  9.2317e+04  9.2368e+04
boecstri	 P_Eu	 117223	     16	  105.6	   1887	-2.4588	  5.4207e-01 -1.5865e+01  1.0299e+02  8.9158e+00 -1.0549e+02  2.7624e+02  2.2835e+00  1.0984e-04  1.3272e+06  1.3272e+06
boleedul	 F_Ba	 74199	     16	   54.7	    691	-1.6295	  8.5748e-01  1.5208e+01  3.6677e+01  7.8958e+00 -8.7425e+01  1.4830e+02  4.6228e+00  1.2978e-01  7.3474e+01  2.5904e+02  8.2150e-01  2.7329e-04  5.5669e+05  5.5679e+05
bombimpa	 M_In	 116318	     30	  116.0	  54150	-2.8661	  4.5689e-01 -1.7740e+02  2.5319e+02  2.2491e+01  1.5433e+01  2.4054e+02  8.6465e-01  9.1172e-05  1.5351e+06  1.5352e+06
bombmori	 M_In	 144545	     16	  746.8	  25320	-3.5304	  8.7197e-02  5.2550e+01  2.8430e+01  2.1595e+00 -1.6037e+02  7.7744e+02  1.4914e+00  4.0622e-05  2.3526e+06  2.3527e+06
bombterr	 M_In	 65280	     16	  132.7	 103400	-2.9744	  4.5542e-01 -9.1850e+01  1.6802e+02  1.4042e+01 -1.4357e+01  2.7999e+02  1.1958e+00  4.5986e-01  6.3455e+02  2.0256e+03  7.3440e-01  9.7136e-05  8.9477e+05  8.9487e+05
bos_mutu	 M_Mm	 173155	     29	 1342.0	 127203	-3.9073	  9.5573e-02  5.6916e+01  3.8589e+01  1.6709e+00 -2.9832e+02  5.7484e+02  3.3013e+00  1.5118e-01 -3.2310e+02  1.7823e+03  1.1736e+00  1.7411e-05  3.1198e+06  3.1199e+06
bos_taur	 M_Mm	 200675	     18	 1454.0	 302934	-3.9800	  1.9371e-02  4.5541e+01  4.0422e+01  5.8289e+00  5.8988e+01  8.0210e+01  8.5960e-01  1.5816e-01 -1.2691e+02  1.3548e+03  9.4762e-01  1.4405e-05  3.6831e+06  3.6832e+06
botrbotr	 F_Ba	 86006	     17	   62.6	    424	-1.6655	  9.1473e-01 -3.6283e+00  6.2882e+01  9.9738e+00 -1.5195e+01  9.3171e+01  1.8097e+00  3.5685e-04  6.5920e+05  6.5926e+05
botrcine	 F_As	 26333	     22	   73.5	    879	-2.3306	  5.2915e-02 -5.7717e+01  1.0008e+02  1.0349e+01  4.0799e+01  1.3827e+01  1.6392e+00  5.6437e-01 -2.4082e+02  4.0536e+02  4.4074e+00  4.2601e-04  2.8242e+05  2.8251e+05
botrdoth	 F_As	 34951	     37	   59.2	    980	-1.9955	  6.6981e-01 -2.6639e+01  7.9691e+01  1.4343e+01 -1.2649e+01  1.1006e+02  1.9018e+00  6.0918e-04  3.2082e+05  3.2088e+05
bracdist	 P_Mo	 128580	     16	  144.7	   4307	-2.8393	  4.5666e-01  3.0590e+01  5.9027e+01  3.6607e+00 -6.5740e+01  2.2745e+02  1.7674e+00  2.5107e-01 -4.5594e+02  9.9829e+02  2.8004e+00  5.5015e-05  1.6815e+06  1.6816e+06
bracstac	 P_Mo	 120667	     16	  143.9	   4151	-2.8388	  4.4953e-01  3.1689e+01  5.8163e+01  3.6130e+00 -7.1107e+01  2.2186e+02  1.8695e+00  2.5309e-01 -4.5554e+02  9.9960e+02  2.8195e+00  5.5843e-05  1.5776e+06  1.5777e+06
branflor	 M_Ch	 167149	     16	  540.1	  29519	-3.4047	  8.2226e-01 -6.3548e+01  4.9558e+02  1.2471e+00 -2.2638e+03  2.6949e+03  2.5231e+01  2.6916e-05  2.6202e+06  2.6202e+06
brasnapu	 P_Eu	 389377	     20	   97.1	   4238	-2.3976	  6.3088e-01 -1.6808e+01  9.8920e+01  8.2973e+00 -9.2393e+01  2.7266e+02  2.3685e+00  3.5749e-01  6.6039e+02  2.0539e+03  1.2942e+00  9.6533e-05  4.2957e+06  4.2959e+06
brasoler	 P_Eu	 200096	     19	   97.8	   4343	-2.4075	  6.3287e-01 -3.0605e+01  1.1302e+02  9.2830e+00 -1.2581e+02  3.1371e+02  2.6625e+00  3.5451e-01  7.1676e+02  2.0588e+03  1.3481e+00  1.1078e-04  2.2175e+06  2.2176e+06
brasrapa	 P_Eu	 165383	     16	   95.0	   2214	-2.3642	  6.1059e-01 -2.2794e+02  3.0969e+02  2.8201e+01 -5.4560e+01  2.1718e+02  1.8536e+00  1.1147e-04  1.8007e+06  1.8008e+06
brugmala	 M_Ne	 155898	     16	  221.1	   2805	-2.7975	  3.5643e-01  4.2675e+01  7.6104e+01  1.1938e+00 -3.1508e+02  5.2642e+02  4.7448e+00  7.0454e-05  2.0081e+06  2.0082e+06
brugpaha	 M_Ne	 61492	     16	  221.7	   1575	-2.7939	  8.9329e-03 -2.9473e+02  3.2499e+02  2.9417e+01 -7.6880e+01  1.7154e+02  6.0236e+00  2.2428e-01 -1.4980e+02  3.7431e+02  3.2919e+00  1.0595e-04  7.9148e+05  7.9157e+05
brugtimo	 M_Ne	 60134	     16	  216.7	   1383	-2.7671	  1.1194e-02 -3.7133e+02  4.0565e+02  3.0000e+01 -3.9080e+01  1.4061e+02  3.9562e+00  3.3107e-01 -1.3079e+02  3.7115e+02  3.4726e+00  1.1250e-04  7.6633e+05  7.6643e+05
bubabuba	 M_Mm	 198444	     30	 1384.5	 196254	-3.9458	  8.2311e-02  5.2561e+01  3.9501e+01  2.1630e+00 -3.9390e+01  3.5535e+02  1.3753e+00  2.5552e-01 -1.5778e+02  1.8517e+03  1.0487e+00  1.4611e-05  3.6052e+06  3.6053e+06
bucerhin	 M_Av	 106196	     24	  925.2	  37807	-3.6545	  8.8410e-02  6.4153e+01  4.0659e+01  1.1148e+00 -1.8629e+02  9.3837e+02  1.4082e+00  2.8737e-05  1.7868e+06  1.7869e+06
bursxylo	 M_Ne	 70281	     28	   76.1	   3856	-2.5448	  3.5319e-01  1.8327e+01  1.8421e+01  4.6984e+00  5.4787e+01  1.8722e+01  9.1856e-01  3.6609e-01 -2.2961e+02  5.6374e+02  2.4392e+00  1.5032e-04  8.2291e+05  8.2301e+05
bysscirc	 F_As	 30227	     16	   56.8	    925	-1.9563	  6.2667e-01  3.2775e+01  1.7984e+01  3.7890e+00 -3.0361e+01  1.0640e+02  2.7381e+00  3.5769e-01  9.6067e+01  3.0209e+02  1.1733e+00  3.0242e-04  2.7224e+05  2.7233e+05
cadospec	 F_As	 51045	     16	   57.3	    619	-1.9622	  6.1513e-01  3.4824e+01  1.5932e+01  3.1221e+00 -1.2120e+01  8.7372e+01  2.1933e+00  2.4808e-04  4.6129e+05  4.6135e+05
caenbren	 M_Ne	 127822	     16	   54.1	   5147	-2.3140	  5.3565e-01 -7.0512e+00  5.3121e+01  1.6936e+01 -7.0269e+00  1.3380e+02  1.3203e+00  3.6797e-01  2.0062e+02  3.6067e+02  1.4674e+00  2.0269e-04  1.3634e+06  1.3635e+06
caenbrig	 M_Ne	 183393	     16	   55.6	   5834	-2.4281	  3.6950e-01  1.6264e+01  2.9824e+01  1.1746e+01  3.8616e+01  9.0588e+00  9.2464e-01  2.3166e-01 -1.8728e+02  4.8802e+02  1.7904e+00  1.8215e-04  2.0503e+06  2.0504e+06
caeneleg	 M_Ne	 220356	     18	   67.2	   6041	-2.5040	  4.7405e-01 -6.5123e+01  1.1174e+02  3.0000e+01 -2.1207e+02  2.8432e+02  1.4502e+01  9.9604e-02 -7.1253e+01  3.6759e+02  1.5794e+00  1.1203e-04  2.5388e+06  2.5389e+06
caenjapo	 M_Ne	 81387	     16	   82.0	   5455	-2.7149	  4.9257e-01  2.1753e+01  2.5887e+01  4.7696e+00 -3.6306e+01  2.3812e+02  1.4799e+00  2.8697e-01 -2.5854e+03  3.6416e+03  5.7800e+00  8.9634e-05  1.0176e+06  1.0177e+06
caenrema	 M_Ne	 249285	     16	   52.8	   3854	-2.2745	  5.5440e-01  4.0383e+00  4.2176e+01  1.2828e+01 -3.1556e+02  3.8688e+02  1.1576e+01  1.7084e-01 -2.0704e+02  5.5841e+02  2.0146e+00  3.3067e-04  2.6087e+06  2.6088e+06
caliorie	 F_As	 18913	     37	   61.9	    746	-1.9902	  6.2187e-01  2.2641e+01  3.1213e+01  5.0738e+00  9.8762e+00  7.3071e+01  1.8697e+00  4.9611e-04  1.7331e+05  1.7337e+05
calipugn	 M_Av	 174815	     28	 1031.7	 116014	-3.7945	  1.0384e-01  5.6697e+01  4.2639e+01  1.5894e+00 -8.9835e+01  9.3707e+02  1.0760e+00  1.8511e-05  3.0544e+06  3.0545e+06
calljacc	 M_Mm	 185121	     17	 1742.5	 313033	-4.0535	  2.1373e-01  6.4390e+01  8.1170e+01  7.0041e-01 -2.2768e+02  1.8039e+03  1.0075e+00  1.8429e-05  3.4506e+06  3.4507e+06
callmili	 M_Ch	 158101	     17	  986.9	  79710	-3.7515	  4.9182e-02  5.7639e+01  4.5064e+01  1.9354e+00 -8.4981e+01  8.5204e+02  1.1554e+00  2.1358e-05  2.7316e+06  2.7317e+06
calocorn	 F_Ba	 50367	     16	   52.8	    434	-1.5424	  8.6786e-01  2.9667e+01  2.0842e+01  5.7990e+00 -1.4808e+01  8.5374e+01  1.9623e+00  6.0489e-04  3.5751e+05  3.5757e+05
calopulc	 F_As	 21698	     47	   76.0	   1032	-2.2194	  8.6890e-01  3.8097e+01  2.6421e+01  1.7289e+00 -1.8533e+02  4.1657e+02  3.4050e+00  3.1108e-04  2.2173e+05  2.2179e+05
calovisc	 F_Ba	 49544	     16	   52.3	    411	-1.4395	  9.0116e-01  1.4476e+01  3.5741e+01  1.0811e+01 -4.1899e+01  1.0621e+02  2.9892e+00  9.1638e-02  6.1365e+01  2.7486e+02  1.1950e+00  4.9900e-04  3.2825e+05  3.2834e+05
calyanna	 M_Av	 131925	     22	  915.2	  67750	-3.7031	  9.3659e-02  5.4965e+01  4.0207e+01  1.7411e+00 -1.2122e+02  8.6131e+02  1.1901e+00  2.4369e-05  2.2498e+06  2.2498e+06
camebact	 M_Mm	 164649	     29	 1284.9	 127845	-3.8839	  5.3510e-02 -2.4428e+01  1.1201e+02  9.9920e+00  1.9396e+01  2.0831e+02  1.2271e+00  1.9009e-01 -2.3678e+02  1.5345e+03  1.1369e+00  1.7599e-05  2.9447e+06  2.9449e+06
camedrom	 M_Mm	 148809	     29	 1311.1	 127761	-3.8899	  5.3790e-02 -2.4251e+01  1.1218e+02  9.6635e+00  1.9366e+01  2.0826e+02  1.2510e+00  1.7929e-01 -2.3680e+02  1.5345e+03  1.1396e+00  1.8963e-05  2.6655e+06  2.6656e+06
cameferu	 M_Mm	 178184	     22	 1306.0	 123587	-3.8846	  5.4817e-02 -2.4249e+01  1.1221e+02  9.5282e+00  1.9383e+01  2.0828e+02  1.2594e+00  1.8087e-01 -2.3677e+02  1.5345e+03  1.1474e+00  1.6987e-05  3.1875e+06  3.1877e+06
camesati	 P_Eu	 380993	     30	  106.4	   2874	-2.4353	  5.5661e-01 -1.7637e+02  2.6458e+02  2.2898e+01 -6.6681e+00  1.7795e+02  1.6088e+00  5.7201e-05  4.2728e+06  4.2729e+06
campflor	 M_In	 73952	     29	  236.3	 101603	-3.2032	  2.6143e-01 -2.8617e+02  3.6578e+02  2.9389e+01 -5.7284e+00  1.8301e+02  1.6239e+00  4.1825e-01 -4.9276e+01  8.8592e+02  8.7608e-01  5.0678e-05  1.0905e+06  1.0906e+06
candarab	 F_As	 1811	     19	   93.9	   4953	-2.6195	  8.0046e-01 -3.2051e+00  9.1532e+01  1.2708e+00 -2.3613e+02  3.0904e+02  3.0000e+01  2.2161e-03  2.1827e+04  2.1865e+04
candcase	 F_As	 1014	     20	   72.4	   3785	-2.4771	  2.5461e-01  1.3856e+01  3.8001e+01  6.0616e+00 -1.6193e+00  7.6101e+01  1.2800e+00  2.1335e-03  1.1569e+04  1.1603e+04
candtanz	 F_As	 1372	     19	   81.2	   3461	-2.5105	  2.2403e-01  4.0127e+01  7.6526e+00  8.5299e-01 -4.6793e+00  7.7251e+01  1.3996e+00  3.4752e-03  1.5850e+04  1.5886e+04
candtenu	 F_As	 707	     16	   78.7	  64993	-2.6265	  7.0812e-01  5.8716e+00  6.9201e+01  9.1542e-01  3.3681e+01  1.9893e+01  2.0393e+00  2.8210e-03  8.5473e+03  8.5792e+03
canilupu	 M_Mm	 215815	     30	 1511.2	 307064	-4.0031	  1.9716e-01  6.4965e+01  6.8394e+01  7.3593e-01 -1.5211e+02  1.4889e+03  9.6822e-01  1.7067e-05  3.9722e+06  3.9723e+06
capitele	 M_An	 137273	     16	   61.8	   9451	-2.4540	  5.1776e-01 -2.4913e+00  5.4559e+01  1.3267e+01 -2.4000e+01  9.9152e+01  2.6595e+00  1.4638e-01 -7.7546e+01  4.1746e+02  1.3428e+00  1.1676e-04  1.5487e+06  1.5488e+06
caprcaro	 M_Av	 109525	     30	  948.9	  32904	-3.6497	  8.9844e-02  6.1470e+01  4.2296e+01  1.2498e+00 -2.2876e+02  1.0054e+03  1.4895e+00  2.9268e-05  1.8407e+06  1.8407e+06
caprhirc	 M_Mm	 126573	     16	 1553.2	 224962	-3.9908	  1.6478e-01  6.6212e+01  6.3031e+01  7.6235e-01 -1.9443e+02  1.5103e+03  1.0355e+00  2.2613e-05  2.3241e+06  2.3241e+06
capsgran	 P_Eu	 108592	     16	  103.1	   1342	-2.3583	  6.2363e-01 -1.4680e+01  1.0244e+02  8.5946e+00 -1.2471e+02  3.0672e+02  2.7575e+00  1.4345e-04  1.1790e+06  1.1791e+06
capsowcz	 O_Op	 62842	     17	  105.4	   1335	-2.3420	  8.4319e-01 -7.1733e+01  1.6276e+02  7.3198e+00 -5.6380e+02  8.4862e+02  4.2573e+00  2.1800e-04  6.7847e+05  6.7854e+05
capsrube	 P_Eu	 115139	     16	  103.6	   1273	-2.3707	  6.1381e-01 -1.2435e+01  1.0032e+02  8.3405e+00 -1.6527e+02  3.4543e+02  3.0426e+00  1.4436e-04  1.2567e+06  1.2568e+06
caricris	 M_Av	 113945	     27	  964.1	  36670	-3.6664	  8.5216e-02  6.3547e+01  4.1148e+01  1.1512e+00 -2.1611e+02  9.9621e+02  1.4435e+00  2.8241e-05  1.9235e+06  1.9236e+06
caripapa	 P_Eu	 83870	     21	  188.5	   5916	-2.9477	  2.8499e-01 -1.0654e+02  1.9722e+02  1.3431e+01 -5.7892e+01  2.3525e+02  1.6146e+00  5.4467e-01 -2.7350e+01  6.8996e+02  2.0451e+00  8.2206e-05  1.1386e+06  1.1387e+06
cateangu	 F_Bl	 23330	     16	   79.8	   1059	-1.9653	  8.2410e-01 -2.0561e+02  2.8004e+02  3.0000e+01 -3.3230e+01  1.3169e+02  1.6759e+00  3.5624e-04  2.1000e+05  2.1006e+05
caviporc	 M_Mm	 196945	     24	 1287.3	 166754	-3.9051	  9.0146e-02  5.0610e+01  3.7580e+01  2.3463e+00 -3.8130e+01  3.5802e+02  1.3317e+00  2.8451e-01 -1.5687e+02  1.8505e+03  1.0753e+00  1.5030e-05  3.5401e+06  3.5402e+06
cenogeop	 F_As	 35730	     16	   59.5	    931	-1.9815	  6.3700e-01  2.5492e+01  2.7537e+01  4.8612e+00 -3.1639e+02  3.9065e+02  1.1349e+01  3.1543e-01  1.2232e+02  1.2711e+02  1.1881e+00  2.2359e-04  3.2590e+05  3.2599e+05
cephalbi	 F_As	 2744	     16	   66.2	   2271	-2.2884	  5.3631e-01 -3.9889e+00  7.1351e+01  1.3494e+00  4.0086e+01  1.7580e+01  2.3064e+00  1.6209e-03  2.8909e+04  2.8951e+04
cephcinc	 M_In	 78268	     16	  103.5	  38031	-2.8268	  5.6010e-01 -1.0886e+01  8.5742e+01  6.4430e+00 -4.4963e+00  2.9921e+02  1.0347e+00  3.9083e-01 -5.2052e+02  4.0163e+03  1.3214e+00  1.2001e-04  1.0178e+06  1.0179e+06
cephfrag	 F_As	 2495	     19	   65.0	   1070	-2.2240	  5.6445e-01 -2.5553e+01  9.6937e+01  1.9472e+00  3.7770e+01  1.7850e+01  2.9784e+00  1.7291e-03  2.5555e+04  2.5596e+04
cerabiro	 M_In	 79895	     29	  191.1	  90484	-3.1208	  2.7670e-01 -2.7305e+02  3.5381e+02  2.8429e+01 -1.0299e+01  1.7530e+02  1.6867e+00  4.8248e-01 -1.0811e+02  1.2920e+03  9.0978e-01  5.4637e-05  1.1479e+06  1.1480e+06
ceracapi	 M_In	 92437	     16	  123.8	 187289	-3.1874	  4.5358e-01  1.0402e+01  5.3931e+01  5.8826e+00 -1.2262e+01  1.5873e+02  1.6200e+00  1.8266e-01 -2.9631e+02  2.2991e+03  9.7246e-01  4.6682e-05  1.3562e+06  1.3563e+06
cerasimu	 M_Mm	 183868	     29	 1403.2	 146184	-3.9337	  1.0258e-01  5.7269e+01  3.9820e+01  1.5632e+00 -2.9958e+02  5.7332e+02  4.0893e+00  1.2356e-01 -3.0873e+02  1.7871e+03  1.1435e+00  1.6774e-05  3.3322e+06  3.3323e+06
cerasolm	 M_In	 59021	     29	  350.5	  88985	-3.3201	  2.5952e-01 -8.5691e+01  1.6154e+02  1.3325e+01 -5.9645e+00  4.0219e+02  9.2501e-01  5.6758e-05  9.0181e+05  9.0187e+05
cercatys	 M_Mm	 231437	     23	 1819.7	 434318	-4.0959	  2.1345e-01  6.4341e+01  8.2603e+01  6.9511e-01 -1.8529e+02  1.8264e+03  9.4529e-01  1.5571e-05  4.3580e+06  4.3581e+06
cerczeae	 F_As	 15867	     18	   59.7	   1059	-2.0104	  6.3399e-01  3.1687e+01  2.1943e+01  3.9507e+00 -3.0132e+00  8.2092e+01  1.6746e+00  3.9638e-04  1.4691e+05  1.4696e+05
cerisubv	 F_Ba	 69822	     16	   56.3	    643	-1.6550	  8.6186e-01  7.7342e+00  4.5595e+01  9.5854e+00 -8.3735e+00  8.2750e+01  1.5992e+00  2.6903e-04  5.3205e+05  5.3211e+05
cerrunic	 F_Ba	 68821	     16	   57.7	    494	-1.6468	  8.8068e-01  4.1829e+00  5.0461e+01  9.8161e+00 -1.9444e+01  9.5336e+01  1.8721e+00  3.1029e-04  5.2171e+05  5.2177e+05
chaeglob	 F_As	 22103	     19	   82.3	   1160	-2.3364	  7.1128e-01  4.2402e+01  1.9253e+01  1.4203e+00 -1.3858e+02  3.1256e+02  3.2563e+00  3.6013e-04  2.3758e+05  2.3763e+05
chaepela	 M_Av	 130951	     30	  965.7	  69525	-3.7278	  8.5341e-02  5.5753e+01  3.9978e+01  1.6651e+00 -1.2915e+02  9.0540e+02  1.1988e+00  2.3709e-05  2.2481e+06  2.2482e+06
challong	 F_As	 42864	     16	   55.4	    648	-1.8670	  6.8080e-01  2.8858e+01  2.1524e+01  4.6890e+00 -5.1038e+01  1.2719e+02  3.4408e+00  3.0796e-01  1.4945e+02  2.7878e+02  1.3475e+00  2.6357e-04  3.6848e+05  3.6858e+05
charvoci	 M_Av	 134886	     23	 1027.9	  77087	-3.7588	  7.8847e-02  5.6817e+01  4.1774e+01  1.5881e+00 -1.3794e+02  9.4682e+02  1.1845e+00  2.2640e-05  2.3348e+06  2.3348e+06
chelmyda	 M_Rp	 153341	     30	 1577.1	 163542	-3.9795	  4.5707e-02  6.4555e+01  3.5086e+01  1.3574e+00 -1.8392e+02  1.3384e+03  1.0920e+00  1.6968e-05  2.8089e+06  2.8090e+06
chenquin	 P_Eu	 199117	     23	  248.9	   9114	-3.0783	  3.4776e-01  2.2579e+01  6.8972e+01  4.3252e+00 -1.2205e+02  2.9288e+02  3.0522e+00  2.1661e-01 -3.5384e+02  1.0370e+03  2.0180e+00  3.5890e-05  2.8229e+06  2.8230e+06
chilsupp	 M_In	 15828	     17	  473.2	   7760	-3.2514	  1.3689e-01 -1.0832e+02  1.8772e+02  2.3987e+01  2.5322e+01  1.2223e+02  1.6168e+00  1.6082e-01 -4.8936e+02  1.0329e+03  2.3976e+00  1.5614e-04  2.3755e+05  2.3764e+05
